City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Kushima,JP,2021-12-12 23:57:26,31.4583,131.2333,48.24,64,3,9.15
293,Bathsheba,BB,2021-12-12 23:57:26,13.2167,-59.5167,81.21,78,40,19.57
294,Nanortalik,GL,2021-12-12 23:57:27,60.1432,-45.2371,21.85,77,39,8.99
295,Nishihara,JP,2021-12-12 23:57:27,26.1842,127.7558,67.28,81,90,16.11
296,Auki,SB,2021-12-12 23:57:27,-8.7676,160.7034,86.52,70,93,12.08
297,Vardo,NO,2021-12-12 23:57:28,70.3705,31.1107,27.55,85,84,27.27
298,Kahului,US,2021-12-12 23:55:10,20.8947,-156.47,80.96,79,62,13.0
299,Tuatapere,NZ,2021-12-12 23:57:28,-46.1333,167.6833,64.81,53,52,5.28
300,Kailua,US,2021-12-12 23:57:29,21.4022,-157.7394,80.15,72,90,22.88
301,Dingle,PH,2021-12-12 23:57:29,10.9995,122.6711,80.01,86,84,9.73
302,Laem Sing,TH,2021-12-12 23:57:29,12.4816,102.0738,72.32,77,8,13.11
303,Moerai,PF,2021-12-12 23:57:30,-22.4333,-151.3333,77.9,76,87,3.8
304,Dinguiraye,GN,2021-12-12 23:57:30,11.3,-10.7167,71.28,20,47,2.57
305,Morehead,US,2021-12-12 23:57:30,37.2711,-87.1764,41.14,67,1,0.0
306,Saint-Augustin,CA,2021-12-12 23:57:31,51.226,-58.6502,27.64,65,92,27.45
307,Tarakan,ID,2021-12-12 23:57:31,3.3,117.6333,80.1,89,20,3.44
308,Port-Gentil,GA,2021-12-12 23:57:31,-0.7193,8.7815,79.38,81,99,5.39
309,Ballina,AU,2021-12-12 23:57:31,-28.8667,153.5667,75.38,75,90,12.66
310,Denpasar,ID,2021-12-12 23:57:32,-8.65,115.2167,82.06,88,40,5.75
311,Novo Aripuana,BR,2021-12-12 23:57:32,-5.1206,-60.3797,75.33,98,100,1.61
312,Oussouye,SN,2021-12-12 23:57:32,12.485,-16.5469,75.38,68,40,6.49
313,Mago,RU,2021-12-12 23:57:33,53.2514,140.1822,23.86,89,100,8.43
314,Northam,GB,2021-12-12 23:57:33,51.0333,-4.2167,54.01,95,85,21.56
315,Cidreira,BR,2021-12-12 23:57:33,-30.1811,-50.2056,71.51,89,1,13.98
316,Saint-Pierre,RE,2021-12-12 23:57:34,-21.3393,55.4781,76.68,69,0,10.36
317,North Platte,US,2021-12-12 23:57:34,41.1239,-100.7654,48.97,34,1,1.99
318,Vila Franca Do Campo,PT,2021-12-12 23:57:34,37.7167,-25.4333,56.19,55,99,16.62
319,Udachnyy,RU,2021-12-12 23:57:35,66.4167,112.4,-47.56,71,100,3.74
320,Pacifica,US,2021-12-12 23:53:51,37.6138,-122.4869,55.6,92,90,5.99
321,Katsuura,JP,2021-12-12 23:54:56,35.1333,140.3,54.19,58,82,14.07
322,Caravelas,BR,2021-12-12 23:58:35,-17.7125,-39.2481,76.57,86,59,8.68
323,Haines Junction,CA,2021-12-12 23:58:36,60.7522,-137.5108,-5.85,54,99,6.91
324,Dwarka,IN,2021-12-12 23:58:36,22.2394,68.9678,72.93,54,0,9.19
325,Hervey Bay,AU,2021-12-12 23:58:37,-25.2986,152.8535,84.04,69,33,5.01
326,Sumbe,AO,2021-12-12 23:58:37,-11.2061,13.8437,76.57,93,90,7.85
327,Bilibino,RU,2021-12-12 23:58:37,68.0546,166.4372,-34.29,95,17,5.44
328,Aketi,CD,2021-12-12 23:58:38,2.7388,23.7833,73.44,86,100,2.17
329,Phonhong,LA,2021-12-12 23:58:38,18.5007,102.4166,62.42,82,33,1.81
330,Adrar,MR,2021-12-12 23:58:39,20.5022,-10.0711,66.34,17,44,10.67
331,Praia,CV,2021-12-12 23:58:39,14.9215,-23.5087,73.94,83,99,18.41
332,Tongliao,CN,2021-12-12 23:58:39,43.6125,122.2653,10.08,79,0,9.86
333,Lebu,CL,2021-12-12 23:58:40,-37.6167,-73.65,54.57,73,6,8.48
334,Waingapu,ID,2021-12-12 23:58:40,-9.6567,120.2641,83.05,75,94,1.32
335,Astoria,US,2021-12-12 23:58:41,46.1879,-123.8313,42.85,93,100,5.01
336,Orodara,BF,2021-12-12 23:58:41,10.9492,-4.9342,71.98,21,38,2.13
337,Garowe,SO,2021-12-12 23:58:41,8.4054,48.4845,68.9,74,5,8.59
338,Palana,RU,2021-12-12 23:58:41,59.1167,159.9667,13.15,84,100,20.04
339,East London,ZA,2021-12-12 23:57:47,-33.0153,27.9116,71.82,95,100,11.81
340,Lamu,KE,2021-12-12 23:58:42,-2.2717,40.902,78.42,85,67,11.41
341,Vangaindrano,MG,2021-12-12 23:58:42,-23.35,47.6,71.46,91,49,4.83
342,Puerto Del Rosario,ES,2021-12-12 23:58:43,28.5004,-13.8627,62.35,88,0,6.91
343,Bethanien,NA,2021-12-12 23:58:43,-26.502,17.1583,69.37,26,11,5.5
344,Xining,CN,2021-12-12 23:58:43,36.6167,101.7667,20.93,31,0,2.17
345,Torbay,CA,2021-12-12 23:58:44,47.6666,-52.7314,43.27,94,90,26.46
346,Oktyabrskiy,RU,2021-12-12 23:58:44,54.4815,53.471,9.46,93,27,3.06
347,Opuwo,NA,2021-12-12 23:58:44,-18.0607,13.84,72.48,66,47,10.13
348,Pontal Do Parana,BR,2021-12-12 23:58:45,-25.6533,-48.5128,81.41,91,97,2.77
349,Sao Filipe,CV,2021-12-12 23:58:45,14.8961,-24.4956,74.68,74,93,6.29
350,Meulaboh,ID,2021-12-12 23:58:45,4.1363,96.1285,75.63,90,90,1.88
351,Honiara,SB,2021-12-12 23:58:46,-9.4333,159.95,84.72,79,100,6.73
352,Egvekinot,RU,2021-12-12 23:58:46,66.3167,-179.1667,-22.83,80,1,6.58
353,Mayo,US,2021-12-12 23:58:47,38.8876,-76.5119,44.98,56,1,5.5
354,Shelburne,CA,2021-12-12 23:58:47,44.0787,-80.2041,37.29,76,0,20.04
355,Kholm,RU,2021-12-12 23:58:47,59.2667,32.85,29.32,98,100,5.97
356,Longonjo,AO,2021-12-12 23:58:48,-12.9067,15.2533,65.16,95,98,2.04
357,Cayenne,GF,2021-12-12 23:58:48,4.9333,-52.3333,76.08,90,75,4.61
358,Isangel,VU,2021-12-12 23:58:49,-19.55,169.2667,83.71,76,100,11.01
359,Marawi,PH,2021-12-12 23:58:49,7.9986,124.2928,68.65,83,68,0.92
360,Luau,AO,2021-12-12 23:58:49,-10.7073,22.2247,64.45,98,94,2.33
361,Yar-Sale,RU,2021-12-12 23:58:50,66.8333,70.8333,-17.54,100,67,3.38
362,Saint-Francois,FR,2021-12-12 23:58:50,46.4154,3.9054,43.48,98,90,5.75
363,Vestmanna,FO,2021-12-12 23:58:50,62.1564,-7.1664,38.32,87,90,12.66
364,Raymond,US,2021-12-12 23:58:51,43.9015,-70.4703,41.2,53,0,11.74
365,Chulman,RU,2021-12-12 23:58:51,56.8479,124.9104,-31.32,99,100,1.48
366,Sapa,PH,2021-12-12 23:58:51,5.1544,120.3241,81.46,81,30,3.62
367,Kayseri,TR,2021-12-12 23:58:52,38.737,35.4968,28.42,93,31,1.14
368,Altay,CN,2021-12-12 23:58:52,47.8667,88.1167,11.59,67,88,4.79
369,Guerrero Negro,MX,2021-12-12 23:58:28,27.9769,-114.0611,64.6,53,50,9.48
370,Phek,IN,2021-12-12 23:59:53,25.6667,94.5,37.36,99,13,1.72
371,Inhambane,MZ,2021-12-12 23:59:53,-23.865,35.3833,78.26,95,11,7.85
372,Necochea,AR,2021-12-12 23:55:17,-38.5473,-58.7368,62.04,67,75,7.54
373,Upington,ZA,2021-12-12 23:59:53,-28.4478,21.2561,73.78,60,20,2.3
374,Hamada,JP,2021-12-12 23:59:54,34.8833,132.0833,47.12,66,87,8.52
375,Nantucket,US,2021-12-12 23:59:54,41.2835,-70.0995,43.97,54,5,16.51
376,Poum,NC,2021-12-12 23:59:54,-20.2333,164.0167,77.76,91,100,14.09
377,Isla Mujeres,MX,2021-12-12 23:59:55,21.2311,-86.731,80.17,77,32,11.21
378,Yei,SS,2021-12-12 23:59:55,4.095,30.6779,70.27,39,91,3.2
379,Nandikotkur,IN,2021-12-12 23:59:55,15.8667,78.2667,68.92,86,86,5.41
380,Naples,IT,2021-12-12 23:59:56,40.8333,14.25,48.74,64,0,3.0
381,Hare Bay,CA,2021-12-12 23:59:56,48.8499,-54.0148,37.0,72,100,18.92
382,Kinshasa,CD,2021-12-12 23:59:52,-4.3246,15.3215,75.52,94,75,0.0
383,Vanavara,RU,2021-12-12 23:59:57,60.34,102.2797,-40.79,99,39,2.91
384,San Cristobal,VE,2021-12-12 23:59:57,7.7669,-72.225,73.58,90,72,3.44
385,Eureka,US,2021-12-12 23:59:57,40.8021,-124.1637,52.93,90,100,3.0
386,Conceicao Das Alagoas,BR,2021-12-12 23:59:58,-19.9147,-48.3883,82.18,84,70,6.33
387,San Rafael,AR,2021-12-12 23:59:58,-34.6177,-68.3301,68.95,38,0,8.19
388,Freeport,US,2021-12-12 23:57:24,40.6576,-73.5832,46.96,53,0,5.99
389,Mizque,BO,2021-12-12 23:59:59,-17.941,-65.3402,70.79,60,95,5.77
390,Hami,CN,2021-12-12 23:59:59,42.8,93.45,22.06,44,41,3.33
391,Jardim,BR,2021-12-12 23:59:59,-21.4803,-56.1381,70.43,95,98,4.52
392,Muromtsevo,RU,2021-12-12 23:59:59,56.3724,75.2418,10.81,95,100,6.46
393,Innisfail,AU,2021-12-12 23:59:29,-17.5333,146.0333,89.87,62,18,9.26
394,Alexandria,EG,2021-12-12 23:58:11,31.2156,29.9553,61.34,77,20,2.3
395,Vila Do Maio,CV,2021-12-13 00:00:00,15.1333,-23.2167,74.19,74,100,13.29
396,Vostok,RU,2021-12-13 00:00:01,46.4856,135.8833,1.85,93,100,8.48
397,Panguipulli,CL,2021-12-13 00:00:01,-39.6333,-72.3333,50.41,78,89,1.99
398,Filadelfia,US,2021-12-12 23:57:18,39.9523,-75.1638,43.95,49,1,1.01
399,Abu Zabad,SD,2021-12-13 00:00:02,12.35,29.25,71.58,30,33,9.57
400,Yangjiang,CN,2021-12-13 00:00:02,21.85,111.9667,58.75,69,6,9.46
401,Itarema,BR,2021-12-13 00:00:03,-2.9248,-39.9167,80.53,79,48,15.21
402,Tamboril,DO,2021-12-13 00:00:04,19.4854,-70.611,71.69,95,9,3.44
403,Tabuk,PH,2021-12-13 00:00:06,17.4189,121.4443,71.4,86,100,6.6
404,Sterling,US,2021-12-13 00:00:08,39.0062,-77.4286,43.97,52,1,4.61
405,Dutse,NG,2021-12-13 00:00:08,11.7594,9.3392,70.05,22,85,8.52
406,Biak,ID,2021-12-13 00:00:09,-0.9131,122.8766,82.06,69,97,2.08
407,Klyuchi,RU,2021-12-13 00:00:12,52.2667,79.1667,3.02,94,68,6.62
408,Margate,GB,2021-12-13 00:00:13,51.3813,1.3862,53.31,80,95,3.0
409,Piraquara,BR,2021-12-13 00:00:14,-25.4417,-49.0633,70.99,65,99,4.09
410,Matara,LK,2021-12-13 00:00:14,5.9485,80.5353,76.15,84,98,7.18
411,Kupang,ID,2021-12-13 00:00:16,-10.1667,123.5833,81.18,94,40,1.14
412,Auchi,NG,2021-12-13 00:00:17,7.0667,6.2667,72.88,55,54,4.97
413,Daru,PG,2021-12-13 00:00:17,-9.0763,143.2092,81.23,80,100,12.5
414,Borda Da Mata,BR,2021-12-13 00:00:18,-22.2742,-46.1653,66.36,94,65,2.21
415,Asau,RO,2021-12-13 00:00:18,46.4333,26.4,38.39,84,100,3.38
416,Quatre Cocos,MU,2021-12-13 00:00:19,-20.2078,57.7625,74.08,72,83,12.28
417,Pedernales,DO,2021-12-13 00:01:19,18.0384,-71.744,77.68,76,1,5.3
418,Lazaro Cardenas,MX,2021-12-13 00:01:20,17.9583,-102.2,80.04,78,2,4.29
419,Bedele,ET,2021-12-13 00:01:20,8.456,36.353,51.37,44,94,2.62
420,Manzhouli,CN,2021-12-13 00:01:20,49.6,117.4333,4.91,87,89,5.14
421,Iracoubo,GF,2021-12-13 00:01:21,5.4802,-53.2011,77.09,91,100,9.33
422,Agadez,NE,2021-12-13 00:01:21,19.75,10.25,62.8,11,40,6.42
423,Toila,EE,2021-12-13 00:01:21,59.4236,27.5025,34.36,99,100,6.69
424,Dire,ML,2021-12-13 00:01:22,12.2833,-10.9667,74.88,22,29,2.42
425,Camapua,BR,2021-12-13 00:01:22,-19.5314,-54.0439,74.53,86,99,1.48
426,College,US,2021-12-13 00:01:22,64.8569,-147.8028,-11.79,62,75,3.44
427,Tarata,BO,2021-12-13 00:01:23,-17.6167,-66.0167,67.28,40,89,4.97
428,Jiwani,PK,2021-12-13 00:01:23,25.05,61.7417,70.95,52,25,6.96
429,Eydhafushi,MV,2021-12-13 00:01:23,5.1033,73.0708,82.11,76,99,13.82
430,Coihaique,CL,2021-12-13 00:01:24,-45.5752,-72.0662,52.41,85,60,8.75
431,Codrington,AU,2021-12-13 00:01:25,-38.2667,141.9667,84.51,23,68,13.13
432,Puyang,CN,2021-12-13 00:01:25,29.4603,119.8861,44.83,79,100,4.72
433,Tonj,SS,2021-12-13 00:00:22,7.2737,28.6822,78.35,30,53,3.65
434,Iglesias,IT,2021-12-13 00:01:25,39.3114,8.535,42.22,86,0,2.35
435,Antofagasta,CL,2021-12-13 00:01:26,-23.65,-70.4,63.23,80,41,5.68
436,Avera,US,2021-12-13 00:01:26,33.194,-82.5271,51.46,45,0,6.76
437,Greensburg,US,2021-12-12 23:58:55,40.3015,-79.5389,39.72,60,1,3.0
438,Santa Isabel,BR,2021-12-13 00:01:27,-23.3156,-46.2214,79.66,84,87,2.84
439,Marienburg,PL,2021-12-12 23:59:51,54.0359,19.0266,31.12,96,85,5.5
440,Davila,PH,2021-12-13 00:01:28,18.4726,120.5763,76.64,73,76,26.06
441,Jinan,CN,2021-12-12 23:57:48,36.6683,116.9972,33.19,33,0,3.22
442,Fare,PF,2021-12-13 00:01:28,-16.7,-151.0167,80.73,75,71,11.54
443,Pochutla,MX,2021-12-13 00:01:29,15.7432,-96.4661,82.81,82,1,3.09
444,Sawtell,AU,2021-12-13 00:01:29,-30.3833,153.1,74.19,56,75,14.97
445,Ocho Rios,JM,2021-12-13 00:00:29,18.4025,-77.1048,76.8,81,23,9.19
446,Sola,VU,2021-12-13 00:01:30,-13.8833,167.55,81.01,82,100,17.4
447,Naliya,IN,2021-12-13 00:01:30,23.2667,68.8333,66.63,41,2,7.07
448,Tambopata,PE,2021-12-13 00:01:30,-12.7333,-69.1833,77.2,89,98,2.48
449,Prince Rupert,CA,2021-12-13 00:00:23,54.3161,-130.3201,29.28,89,100,10.07
450,Sungaipenuh,ID,2021-12-13 00:01:31,-2.0833,101.3833,66.02,94,96,2.28
451,Vao,NC,2021-12-13 00:01:31,-22.6667,167.4833,76.39,91,100,14.0
452,Timra,SE,2021-12-13 00:01:31,62.487,17.3257,28.08,93,75,1.14
453,Hamilton,US,2021-12-13 00:01:32,39.1834,-84.5333,42.78,60,6,1.01
454,Srednekolymsk,RU,2021-12-13 00:01:33,67.45,153.6833,-36.92,96,98,2.3
455,Kampene,CD,2021-12-12 23:59:11,-3.6,26.6667,70.16,96,100,0.72
456,Kolosovka,RU,2021-12-13 00:01:33,56.4678,73.611,11.71,95,100,8.39
457,Ternate,ID,2021-12-13 00:01:33,0.8,127.4,83.1,77,100,8.72
458,Salalah,OM,2021-12-13 00:01:34,17.0151,54.0924,69.6,53,0,11.21
459,Amot,NO,2021-12-13 00:01:34,59.5714,7.9877,24.49,96,100,3.18
460,Hirado,JP,2021-12-13 00:02:35,33.3597,129.5531,47.39,59,55,14.94
461,Bubaque,GW,2021-12-13 00:02:35,11.2833,-15.8333,81.01,73,18,12.12
462,Apatzingan,MX,2021-12-13 00:02:35,19.0833,-102.35,84.69,50,56,2.15
463,Staroaleyskoye,RU,2021-12-13 00:02:36,51.0061,82.0,3.38,100,100,2.15
464,Diamantina,BR,2021-12-13 00:02:36,-18.2494,-43.6003,64.9,96,96,5.93
465,Ichinoseki,JP,2021-12-13 00:02:37,38.9167,141.1333,30.85,71,29,21.43
466,Itaituba,BR,2021-12-13 00:01:57,-4.2761,-55.9836,75.06,98,100,2.01
467,Setermoen,NO,2021-12-13 00:02:37,68.861,18.3486,22.96,97,98,4.34
468,Goderich,CA,2021-12-13 00:00:22,43.7501,-81.7165,43.56,61,0,26.44
469,Fukuma,JP,2021-12-13 00:02:38,33.7667,130.4667,48.29,55,94,9.28
470,Abatskoye,RU,2021-12-13 00:02:38,56.2875,70.4555,8.56,93,96,8.88
471,Coahuayana,MX,2021-12-13 00:02:39,18.7333,-103.6833,85.48,78,25,4.25
472,Sisimiut,GL,2021-12-13 00:02:39,66.9395,-53.6735,15.51,85,58,9.66
473,Nizhneudinsk,RU,2021-12-13 00:02:40,54.9076,99.0276,13.77,81,100,7.65
474,Jalu,LY,2021-12-13 00:02:40,29.0331,21.5482,53.76,78,2,8.23
475,Kathmandu,NP,2021-12-13 00:02:40,27.7167,85.3167,41.22,93,20,0.0
476,Jonkoping,SE,2021-12-13 00:02:41,57.7814,14.1562,35.38,100,90,2.3
477,Beipiao,CN,2021-12-13 00:02:41,41.7919,120.7792,18.28,39,0,5.21
478,Pangody,RU,2021-12-13 00:02:41,65.85,74.4859,-28.03,98,18,5.26
479,Manbij,SY,2021-12-13 00:02:42,36.5281,37.9549,47.17,50,100,7.38
480,Petropavlovsk-Kamchatskiy,RU,2021-12-13 00:02:42,53.0452,158.6483,25.39,80,20,2.24
481,Zhezkazgan,KZ,2021-12-13 00:02:42,47.8043,67.7144,17.31,94,100,17.47
482,Leningradskiy,RU,2021-12-13 00:02:43,69.3833,178.4167,-31.14,90,6,3.94
483,Maarianhamina,AX,2021-12-13 00:02:43,60.0973,19.9348,26.46,100,75,1.14
484,Richards Bay,ZA,2021-12-13 00:02:43,-28.783,32.0377,75.63,70,100,8.81
485,Pryazha,RU,2021-12-13 00:02:44,61.6926,33.6216,24.3,96,98,3.42
486,Gamba,GA,2021-12-13 00:02:44,-2.65,10.0,75.45,93,99,1.63
487,Bireun,ID,2021-12-13 00:02:44,5.203,96.7009,75.7,83,35,5.1
488,Paciran,ID,2021-12-13 00:02:45,-6.8767,112.3761,80.49,81,86,10.58
489,Hvide Sande,DK,2021-12-13 00:02:45,56.0045,8.1294,44.1,89,79,9.82
490,Port Hedland,AU,2021-12-12 23:58:03,-20.3167,118.5667,87.85,70,40,11.5
491,Paamiut,GL,2021-12-13 00:02:46,61.994,-49.6678,11.26,80,2,7.36
492,Sao Joao Da Barra,BR,2021-12-13 00:02:46,-21.6403,-41.0511,76.28,91,92,20.31
493,Black River,JM,2021-12-13 00:02:48,18.0264,-77.8487,78.98,79,27,3.36
494,Kushiro,JP,2021-12-13 00:02:48,42.975,144.3747,30.56,57,7,29.51
495,Canaries,ES,2021-12-13 00:02:48,28.0,-15.5,57.16,72,20,10.36
496,Newtownards,GB,2021-12-13 00:02:49,54.5924,-5.6909,48.15,78,75,5.99
497,Port Hardy,CA,2021-12-13 00:00:24,50.6996,-127.4199,37.76,93,75,8.05
498,Zhigansk,RU,2021-12-13 00:02:49,66.7697,123.3711,-35.52,99,92,9.64
499,Kamenka,RU,2021-12-13 00:02:50,51.3223,42.7678,18.75,64,63,11.63
500,Dawei,MM,2021-12-13 00:02:50,14.0833,98.2,73.45,66,10,12.21
501,Rio Grande,BR,2021-12-13 00:02:50,-32.035,-52.0986,69.57,77,0,15.66
502,Antalaha,MG,2021-12-13 00:02:51,-14.9003,50.2788,72.39,90,93,6.24
503,Muisne,EC,2021-12-13 00:02:51,0.6,-80.0333,73.81,92,100,7.36
504,Morondava,MG,2021-12-13 00:03:51,-20.2833,44.2833,78.64,74,78,3.74
505,Parana,AR,2021-12-13 00:01:07,-31.732,-60.5238,77.31,70,83,13.87
506,Starokamyshinsk,RU,2021-12-13 00:03:52,55.0554,61.6031,15.98,79,48,7.85
507,Contamana,PE,2021-12-13 00:03:52,-7.3333,-75.0167,85.62,55,80,4.52
508,Koslan,RU,2021-12-13 00:03:53,63.4564,48.8989,4.53,93,87,5.06
509,Ngunguru,NZ,2021-12-13 00:03:53,-35.6167,174.5,71.17,92,100,9.66
510,Xuddur,SO,2021-12-13 00:03:53,4.1213,43.8894,73.11,76,99,14.56
511,Raigarh,IN,2021-12-13 00:00:01,21.9,83.4,59.05,61,34,3.29
512,Port Alberni,CA,2021-12-13 00:03:10,49.2413,-124.8028,40.91,96,100,1.99
513,Leshukonskoye,RU,2021-12-13 00:03:54,64.8989,45.7622,7.21,95,78,6.17
514,Birao,CF,2021-12-13 00:03:55,10.2849,22.7882,71.15,31,75,5.48
515,Ajdabiya,LY,2021-12-13 00:01:19,30.7554,20.2263,58.78,65,3,8.34
516,Garliava,LT,2021-12-13 00:02:10,54.8167,23.8667,28.67,93,100,3.8
517,Redmond,US,2021-12-12 23:59:39,47.674,-122.1215,42.21,87,100,1.99
518,Stonewall,CA,2021-12-13 00:03:55,50.1344,-97.3268,33.98,92,100,9.4
519,Bouca,CF,2021-12-13 00:03:56,6.5105,18.2733,74.8,37,99,0.92
520,Pak Phanang,TH,2021-12-13 00:03:56,8.3511,100.202,77.86,80,66,7.65
521,Loandjili,CG,2021-12-13 00:03:57,-4.7561,11.8578,77.7,88,94,1.99
522,Hohhot,CN,2021-12-13 00:03:57,40.8106,111.6522,12.11,53,0,2.24
523,Gawler,AU,2021-12-13 00:03:57,-34.6,138.7333,71.24,79,44,10.04
524,La Ronge,CA,2021-12-13 00:00:24,55.1001,-105.2842,7.38,96,100,1.28
525,Belmonte,BR,2021-12-13 00:03:58,-15.8631,-38.8828,76.35,87,77,7.63
526,Sakaiminato,JP,2021-12-13 00:01:38,35.55,133.2333,47.84,60,94,12.41
527,Ostrovnoy,RU,2021-12-13 00:03:58,68.0531,39.5131,29.86,92,100,14.92
528,Grindavik,IS,2021-12-13 00:03:59,63.8424,-22.4338,41.47,87,75,18.41
529,Port Keats,AU,2021-12-13 00:03:59,-14.25,129.55,90.52,56,25,9.13
530,San Andres,CO,2021-12-13 00:03:59,12.5847,-81.7006,82.42,78,75,14.97
531,Tessalit,ML,2021-12-13 00:04:00,20.1986,1.0114,68.61,10,16,9.08
532,Lithakia,GR,2021-12-13 00:04:00,37.7167,20.8333,54.59,67,84,21.43
533,Tura,IN,2021-12-13 00:04:00,25.5198,90.2201,55.62,78,0,3.44
534,Berdigestyakh,RU,2021-12-13 00:04:01,62.0989,126.6992,-12.19,98,100,4.83
535,Tual,ID,2021-12-13 00:04:01,-5.6667,132.75,84.06,74,97,11.56
536,Kallithea,GR,2021-12-13 00:04:01,37.95,23.7,55.47,81,49,1.99
537,Great Falls,US,2021-12-13 00:00:19,47.5002,-111.3008,38.41,66,57,1.99
538,Kismayo,SO,2021-12-13 00:04:02,-0.3582,42.5454,79.86,78,43,12.73
539,Dalvik,IS,2021-12-13 00:04:02,65.9702,-18.5286,35.64,77,100,12.64
540,Horki,BY,2021-12-13 00:04:02,54.2861,30.9842,32.95,97,100,6.46
541,Ribas Do Rio Pardo,BR,2021-12-13 00:04:03,-20.4431,-53.7592,72.72,88,100,3.13
542,Alofi,NU,2021-12-13 00:04:03,-19.0595,-169.9187,78.42,70,6,7.74
543,Sayyan,YE,2021-12-13 00:04:03,15.1718,44.3244,40.12,63,0,3.89
544,Teguise,ES,2021-12-13 00:04:04,29.0605,-13.564,59.22,51,0,5.75
545,Muzhi,RU,2021-12-13 00:04:04,65.3667,64.6667,-4.85,99,67,1.21
546,Taywarah,AF,2021-12-13 00:04:05,33.35,64.4167,21.52,41,4,1.19
547,Coquimbo,CL,2021-12-13 00:04:05,-29.9533,-71.3436,62.33,77,0,10.36
548,Mandalgovi,MN,2021-12-13 00:04:05,45.7625,106.2708,11.19,47,0,13.04
549,Roma,US,2021-12-13 00:04:06,43.2128,-75.4557,42.66,62,1,10.07
550,Madingou,CG,2021-12-13 00:04:06,-4.1536,13.55,73.09,97,100,1.68
551,Kaa-Khem,RU,2021-12-13 00:04:06,51.6833,94.7333,1.81,94,100,1.21
552,Sandakan,MY,2021-12-13 00:05:07,5.8402,118.1179,78.3,90,97,1.39
553,Griffith,US,2021-12-13 00:01:47,41.5284,-87.4237,44.98,66,1,3.0
554,Klaksvik,FO,2021-12-13 00:05:07,62.2266,-6.589,40.12,91,100,15.46
555,Krasnoselkup,RU,2021-12-13 00:05:08,65.7,82.4667,-17.52,91,100,5.88
556,Camacha,PT,2021-12-13 00:05:08,33.0833,-16.3333,59.76,94,40,4.61
557,Sundargarh,IN,2021-12-13 00:05:09,22.1167,84.0333,57.88,64,24,5.17
558,Shumikha,RU,2021-12-13 00:05:09,55.2261,63.2961,11.52,84,15,8.66
559,Monticello,US,2021-12-13 00:04:19,45.3055,-93.7941,33.75,72,1,9.22
560,Ucar,AZ,2021-12-13 00:05:09,40.519,47.6542,47.79,86,100,2.82
561,Anadyr,RU,2021-12-13 00:05:10,64.75,177.4833,-26.9,75,53,11.18
562,Bunia,CD,2021-12-13 00:05:10,1.5667,30.25,66.09,43,98,3.76
563,Lorengau,PG,2021-12-13 00:05:11,-2.0226,147.2712,83.52,80,100,15.75
564,Atasu,KZ,2021-12-13 00:05:11,48.6814,71.6433,13.57,94,99,11.41
565,Queanbeyan,AU,2021-12-13 00:05:11,-35.35,149.2333,72.61,72,40,3.44
566,Ibotirama,BR,2021-12-13 00:05:12,-12.1853,-43.2206,72.61,91,100,2.68
567,Lumeje,AO,2021-12-13 00:05:12,-11.55,20.7833,67.32,90,98,4.61
568,Tashtyp,RU,2021-12-13 00:05:13,52.7939,89.8983,18.43,85,94,10.85
569,Nanakuli,US,2021-12-13 00:05:13,21.3906,-158.1547,84.15,56,1,12.66
