City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Novo Aripuana,BR,-5.1206,-60.3797,79.41,82,99,3.65,overcast clouds
347,Moose Factory,CA,51.2585,-80.6094,19.4,73,90,10.36,overcast clouds
348,Vostok,RU,46.4856,135.8833,-2.38,95,95,5.37,overcast clouds
349,Katobu,ID,-4.9408,122.5276,75.78,93,40,2.28,scattered clouds
350,Anqing,CN,30.5092,117.0506,48.02,65,86,2.62,overcast clouds
351,Pontian Kecil,MY,1.4801,103.3899,78.93,90,100,6.98,overcast clouds
352,Shima,CN,24.4478,117.8111,63.21,81,5,2.48,clear sky
353,Lompoc,US,34.6391,-120.4579,58.08,89,90,8.05,overcast clouds
354,Horsham,GB,51.064,-0.3272,50.59,75,75,5.75,broken clouds
355,Skjervoy,NO,70.0311,20.9714,34.88,73,6,15.73,clear sky
356,Bairiki,KI,1.3292,172.9752,80.6,78,40,9.22,scattered clouds
357,Yumen,CN,40.2833,97.2,20.05,37,11,18.19,few clouds
358,Roald,NO,62.5833,6.1333,45.34,70,75,25.32,broken clouds
359,Kozhevnikovo,RU,56.2589,83.9714,-0.74,97,98,4.21,overcast clouds
360,Saint-Augustin,CA,51.226,-58.6502,23.32,64,36,19.04,scattered clouds
361,Notodden,NO,59.5594,9.2585,35.74,94,100,2.42,overcast clouds
362,Vershino-Darasunskiy,RU,52.35,115.5167,-5.48,96,12,3.89,few clouds
363,Mersing,MY,2.4312,103.8405,78.71,83,94,13.8,overcast clouds
364,Pisco,PE,-13.7,-76.2167,75.25,64,0,16.11,clear sky
365,Sechura,PE,-5.5569,-80.8222,75.33,66,75,14.18,broken clouds
366,Meulaboh,ID,4.1363,96.1285,76.03,90,57,3.04,broken clouds
367,Guerrero Negro,MX,27.9769,-114.0611,66.83,57,99,8.48,overcast clouds
368,Pincher Creek,CA,49.4833,-113.952,30.13,73,75,8.05,broken clouds
369,Teeli,RU,51.0333,90.2333,2.25,95,100,1.59,overcast clouds
370,Ugoofaaru,MV,5.6667,73.0,79.95,78,100,8.84,overcast clouds
371,Dong Hoi,VN,17.4833,106.6,65.23,90,100,9.4,overcast clouds
372,Taquarituba,BR,-23.5331,-49.2444,77.68,62,100,7.65,overcast clouds
373,Xuddur,SO,4.1213,43.8894,78.15,50,77,11.77,broken clouds
374,Basoko,CD,1.2391,23.616,76.8,73,92,1.83,overcast clouds
375,Buluang,PH,13.3068,123.3425,73.65,91,69,4.18,broken clouds
376,Hofn,IS,64.2539,-15.2082,36.34,65,79,4.85,broken clouds
377,Nago,JP,26.5881,127.9761,64.56,68,44,8.41,scattered clouds
378,Chagoda,RU,59.164,35.3285,29.32,92,97,6.49,overcast clouds
379,Santa Cruz,BO,-17.8,-63.1667,84.25,70,75,14.97,broken clouds
380,Saint-Georges,GD,12.0564,-61.7485,78.48,89,75,13.8,broken clouds
381,San Policarpo,PH,12.1791,125.5072,79.54,74,100,16.8,overcast clouds
382,Namtsy,RU,62.7161,129.6658,-30.89,98,46,5.06,scattered clouds
383,Tuatapere,NZ,-46.1333,167.6833,58.82,65,36,4.29,scattered clouds
384,Cherskiy,RU,68.75,161.3,-19.95,88,100,4.65,overcast clouds
385,Adelaide,AU,-34.9333,138.6,60.17,76,20,3.44,few clouds
386,Verkh-Suetka,RU,53.3,80.05,-7.11,100,84,5.1,broken clouds
387,Ban Nahin,LA,18.2418,104.2122,55.81,95,4,4.23,clear sky
388,Baoqing,CN,46.3317,132.2111,6.96,87,15,5.08,few clouds
389,Orlovskiy,RU,46.8714,42.0592,32.68,85,74,21.59,broken clouds
390,Daru,PG,-9.0763,143.2092,76.14,94,99,10.27,light rain
391,Arlit,NE,18.7369,7.3853,69.39,10,8,7.45,clear sky
392,Genhe,CN,50.7833,121.5167,-1.82,100,100,0.87,overcast clouds
393,Gainesville,US,29.6516,-82.3248,78.71,77,90,8.05,overcast clouds
394,Fairbanks,US,64.8378,-147.7164,-30.41,70,1,0.0,mist
395,Kilimatinde,TZ,-5.85,34.95,68.22,79,41,2.06,light rain
396,Izyum,UA,49.2088,37.2485,32.13,86,100,9.28,overcast clouds
397,Mazyr,BY,52.0495,29.2456,34.25,99,100,5.93,overcast clouds
398,Flagstaff,US,35.1981,-111.6513,51.53,48,1,1.01,clear sky
399,Port Lincoln,AU,-34.7333,135.8667,58.39,73,83,10.25,broken clouds
400,Hualmay,PE,-11.0964,-77.6139,72.59,73,55,12.41,broken clouds
401,Ranong,TH,9.9658,98.6348,73.49,89,56,4.32,broken clouds
402,Washougal,US,45.5826,-122.3534,44.46,94,90,4.61,overcast clouds
403,Ypsonas,CY,34.6884,32.9574,65.37,82,90,4.61,overcast clouds
404,Chernyshevskiy,RU,63.0128,112.4714,-43.53,100,84,2.35,broken clouds
405,Lasa,IT,46.6166,10.7002,41.88,75,16,5.55,few clouds
406,Hay River,CA,60.8156,-115.7999,-0.42,78,75,16.11,light snow
407,Seoul,KR,37.5683,126.9778,35.04,60,75,4.61,broken clouds
408,Afsin,TR,38.2477,36.914,43.59,67,100,2.1,overcast clouds
409,Vao,NC,-22.6667,167.4833,76.44,92,100,18.79,moderate rain
410,Ust-Ishim,RU,57.6935,71.1665,-4.99,100,100,1.48,overcast clouds
411,San Jose,US,37.3394,-121.895,59.76,89,90,5.99,mist
412,Weligama,LK,5.9667,80.4167,75.11,86,100,6.58,overcast clouds
413,Hami,CN,42.8,93.45,23.43,46,11,2.84,few clouds
414,Novobirilyussy,RU,56.9514,90.6661,-1.79,99,100,1.88,overcast clouds
415,Bama,NG,11.5221,13.6856,72.48,21,23,8.28,few clouds
416,Chengde,CN,40.9725,117.9361,20.46,38,0,2.93,clear sky
417,Naze,JP,28.3667,129.4833,56.95,62,43,7.83,scattered clouds
418,Moyale,KE,3.5167,39.0584,68.77,64,86,5.5,overcast clouds
419,Ancud,CL,-41.8697,-73.8203,60.42,68,54,9.98,broken clouds
420,Vardo,NO,70.3705,31.1107,35.58,93,75,14.97,broken clouds
421,Yelizovo,RU,53.1873,158.3805,17.74,72,0,4.0,clear sky
422,Mehamn,NO,71.0357,27.8492,39.38,80,75,13.8,broken clouds
423,Boali,CF,4.8005,18.1275,82.27,34,45,2.57,scattered clouds
424,Foz,ES,43.5692,-7.2544,52.93,86,28,3.42,scattered clouds
425,Qinhuangdao,CN,39.9317,119.5883,29.12,56,0,9.1,clear sky
426,Takoradi,GH,4.8845,-1.7554,80.76,85,64,9.15,broken clouds
427,Saldanha,ZA,-33.0117,17.9442,64.45,83,1,25.57,clear sky
428,Ampanihy,MG,-24.7,44.75,84.87,42,95,13.42,overcast clouds
429,Berlevag,NO,70.8578,29.0864,35.6,80,90,12.66,overcast clouds
430,Mucurapo,TT,10.6667,-61.5333,82.45,81,92,1.01,overcast clouds
431,Panguna,PG,-6.3164,155.4848,74.59,84,69,0.6,broken clouds
432,Tovarkovskiy,RU,53.6822,38.2092,26.51,84,100,5.66,overcast clouds
433,Ayan,RU,56.45,138.1667,0.93,72,18,15.23,few clouds
434,Mulchen,CL,-37.7167,-72.2333,73.26,24,23,6.62,few clouds
435,Klaksvik,FO,62.2266,-6.589,43.72,77,25,29.37,scattered clouds
436,Durban,ZA,-29.8579,31.0292,78.03,60,94,4.0,light rain
437,Ngaoundere,CM,7.3167,13.5833,70.41,26,99,3.76,overcast clouds
438,San Cristobal,VE,7.7669,-72.225,77.18,62,55,4.76,broken clouds
439,Mazamari,PE,-11.3258,-74.5308,79.95,92,100,1.45,overcast clouds
440,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,73.45,91,100,5.79,overcast clouds
441,Uzhur,RU,55.3036,89.8339,5.2,96,100,3.04,overcast clouds
442,Paita,PE,-5.0892,-81.1144,79.36,76,63,14.5,broken clouds
443,Talara,PE,-4.5772,-81.2719,79.56,61,0,10.36,clear sky
444,Severnoye,RU,56.3491,78.3619,0.37,98,97,4.52,overcast clouds
445,Dicabisagan,PH,17.0818,122.4157,73.96,79,99,8.23,overcast clouds
446,Matara,LK,5.9485,80.5353,75.49,86,100,9.17,overcast clouds
447,Beni Suef,EG,29.0731,31.0979,62.08,62,73,7.9,broken clouds
448,Manokwari,ID,-0.8667,134.0833,79.54,77,100,3.02,overcast clouds
449,Anadyr,RU,64.75,177.4833,3.7,78,100,24.61,overcast clouds
450,Belyy Yar,RU,53.6039,91.3903,9.86,88,75,0.0,shower snow
451,Middlebury,US,44.0153,-73.1673,48.06,46,1,3.0,clear sky
452,Swan River,CA,52.1058,-101.2676,21.09,93,13,9.22,few clouds
453,Indramayu,ID,-6.3264,108.32,80.47,79,100,2.19,overcast clouds
454,Solwezi,ZM,-12.1688,26.3894,62.42,87,76,4.59,broken clouds
455,Oeiras,BR,-7.0253,-42.1311,90.43,32,100,0.83,overcast clouds
456,Mahalapye,BW,-23.1041,26.8142,68.76,78,71,7.4,broken clouds
457,Kamaishi,JP,39.2667,141.8833,37.89,72,48,8.99,scattered clouds
458,Pitimbu,BR,-7.4706,-34.8086,82.99,75,83,11.32,broken clouds
459,Vlagtwedde,NL,53.0275,7.1083,48.97,94,100,9.71,overcast clouds
460,Novovarshavka,RU,54.1721,74.6946,0.61,100,85,6.38,overcast clouds
461,Lae,PG,-6.7221,146.9847,78.46,88,93,4.45,overcast clouds
462,Finschhafen,PG,-6.6024,147.8681,81.91,78,97,5.01,overcast clouds
463,Morondava,MG,-20.2833,44.2833,76.51,87,65,8.14,light rain
464,Poya,NC,-21.35,165.15,77.18,95,100,15.46,moderate rain
465,Salalah,OM,17.0151,54.0924,70.23,49,0,9.01,clear sky
466,Guarapari,BR,-20.6667,-40.4975,78.69,94,100,9.44,light rain
467,Nortelandia,BR,-14.4547,-56.8028,79.18,82,85,7.47,overcast clouds
468,Pokhara,NP,28.2333,83.9833,53.1,43,57,4.68,broken clouds
469,San Juan,AR,-31.5375,-68.5364,80.89,26,11,7.81,few clouds
470,Irsha,RU,55.9269,94.7911,-0.44,98,100,1.45,overcast clouds
471,Kautokeino,NO,69.0125,23.0412,18.37,96,100,1.63,overcast clouds
472,Beloha,MG,-25.1667,45.05,76.66,71,74,10.54,broken clouds
473,Springbok,ZA,-29.6643,17.8865,56.71,76,35,7.58,scattered clouds
474,San Felipe,VE,10.3399,-68.7425,80.91,64,95,8.88,overcast clouds
475,Makakilo City,US,21.3469,-158.0858,79.61,66,96,18.9,overcast clouds
476,Lavrentiya,RU,65.5833,-171.0,-11.45,80,100,11.21,overcast clouds
477,Soria,ES,41.6667,-2.6667,36.86,66,0,2.64,clear sky
478,Liusha,CN,27.2098,108.59,44.92,86,100,1.7,overcast clouds
479,Kashi,CN,39.4547,75.9797,24.01,58,40,4.47,scattered clouds
480,Alvaraes,BR,-3.2208,-64.8042,85.87,92,100,3.58,overcast clouds
481,Goderich,CA,43.7501,-81.7165,45.91,65,8,13.8,clear sky
482,Boffa,GN,10.1667,-14.0333,80.51,70,64,3.4,broken clouds
483,Fuerte Olimpo,PY,-21.0415,-57.8738,83.35,78,98,5.28,heavy intensity rain
484,Saint-Avold,FR,49.1027,6.7006,44.33,95,8,3.87,clear sky
485,Ust-Kulom,RU,61.6864,53.6902,20.53,90,100,8.05,overcast clouds
486,Druzhba,UA,52.0428,33.9453,32.61,72,100,3.04,overcast clouds
487,Booue,GA,-0.0921,11.9385,75.6,91,92,2.28,overcast clouds
488,Faya,SA,18.3851,42.4509,53.71,31,10,0.29,clear sky
489,Gbarnga,LR,6.9956,-9.4722,75.69,87,21,4.18,few clouds
490,Awbari,LY,26.5921,12.7805,49.71,53,0,6.24,clear sky
491,Nyurba,RU,63.2842,118.3319,-38.94,99,81,2.98,broken clouds
492,Macae,BR,-22.3708,-41.7869,85.87,94,75,3.44,mist
493,Winnipeg,CA,49.8844,-97.147,26.58,77,75,1.14,broken clouds
494,Naryan-Mar,RU,67.6713,53.087,11.48,96,100,8.68,overcast clouds
495,The Valley,AI,18.217,-63.0578,82.54,74,40,16.11,scattered clouds
496,Half Moon Bay,US,37.4636,-122.4286,59.79,88,75,4.0,mist
497,Peddapalli,IN,18.6167,79.3667,65.05,54,100,3.98,overcast clouds
498,Muli,MV,2.9167,73.5667,79.34,85,100,15.86,light rain
499,Sironko,UG,1.2313,34.2477,68.7,63,84,3.02,broken clouds
500,Santa Rosa,PH,14.3122,121.1114,77.11,76,49,15.12,scattered clouds
501,Muana,BR,-1.5283,-49.2167,82.6,73,100,5.06,overcast clouds
502,Nahavand,IR,34.1885,48.377,43.48,25,100,2.68,overcast clouds
503,Charqueadas,BR,-29.9547,-51.6253,89.46,63,98,2.08,overcast clouds
504,Khategaon,IN,22.6,76.9167,61.97,67,0,5.37,clear sky
505,Alihe,CN,50.5667,123.7167,2.53,96,100,1.5,overcast clouds
506,Key West,US,24.5557,-81.7826,81.0,81,10,17.45,clear sky
507,Kunming,CN,25.0389,102.7183,42.73,100,0,11.18,clear sky
508,Makaha,US,21.4694,-158.2175,80.98,65,94,12.55,overcast clouds
509,Ginir,ET,7.1333,40.7,56.71,62,97,4.54,overcast clouds
510,Barinas,VE,8.6226,-70.2075,91.44,43,62,5.75,broken clouds
511,Mata,PT,40.683,-7.4592,46.8,82,1,4.27,clear sky
512,Selma,US,36.5708,-119.6121,56.23,69,100,11.81,overcast clouds
513,Pahalgam,IN,34.0333,75.3333,22.82,65,100,7.7,overcast clouds
514,Cotonou,BJ,6.3654,2.4183,84.18,84,40,12.66,scattered clouds
515,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,73,0,4.47,clear sky
516,Gillette,US,44.2911,-105.5022,46.24,49,77,23.58,broken clouds
517,Kyren,RU,51.6828,102.1408,2.43,94,98,1.48,overcast clouds
518,Molteno,ZA,-31.3968,26.3625,58.48,87,100,7.56,overcast clouds
519,Lewisville,US,33.0462,-96.9942,72.86,36,1,1.99,clear sky
520,Tottori,JP,35.5,134.2333,39.22,76,0,6.53,clear sky
521,Yantal,RU,56.8471,105.2542,-33.07,100,47,1.77,scattered clouds
522,Dandong,CN,40.1292,124.3947,27.32,87,99,5.06,overcast clouds
523,Zverinogolovskoye,RU,54.4586,64.8542,4.19,92,100,5.46,overcast clouds
524,Kajaani,FI,64.2273,27.7285,30.25,100,75,6.91,light snow
525,Hovd,MN,48.0056,91.6419,8.11,75,83,4.85,broken clouds
526,Olinda,BR,-8.0089,-34.8553,74.93,94,75,5.75,mist
527,Eydhafushi,MV,5.1033,73.0708,79.38,82,100,17.02,overcast clouds
528,Iwanai,JP,42.9744,140.5089,34.07,67,100,19.51,overcast clouds
529,Karlovac,HR,45.4872,15.5478,43.02,89,100,1.68,overcast clouds
530,Novospasskoye,RU,53.1468,47.7514,24.03,64,100,8.48,overcast clouds
531,Skelleftea,SE,64.7507,20.9528,15.01,69,90,1.14,overcast clouds
532,Lufilufi,WS,-13.8745,-171.5986,83.98,70,29,10.54,scattered clouds
533,Townsville,AU,-19.25,146.8,79.68,69,22,5.75,few clouds
534,Vila Velha,BR,-20.3297,-40.2925,78.75,89,75,13.0,broken clouds
535,Pati,ID,-6.7559,111.038,74.66,92,89,4.43,moderate rain
536,Gorontalo,ID,0.5412,123.0595,75.29,95,96,4.23,overcast clouds
537,Birjand,IR,32.8663,59.2211,28.87,46,0,6.91,clear sky
538,Alekseyevsk,RU,57.8406,108.3492,-47.25,100,58,0.76,broken clouds
539,Kushiro,JP,42.975,144.3747,32.58,60,0,18.68,clear sky
540,Andrelandia,BR,-21.7397,-44.3092,66.49,98,100,1.07,overcast clouds
541,Sola,VU,-13.8833,167.55,81.19,77,100,10.09,very heavy rain
542,Nouadhibou,MR,20.931,-17.0347,67.98,64,4,14.97,clear sky
543,Anchorage,US,61.2181,-149.9003,3.27,78,40,3.44,fog
544,Makat,KZ,47.6469,53.3463,26.13,54,0,8.59,clear sky
545,La Rioja,ES,42.25,-2.5,38.48,47,0,4.81,clear sky
546,Diffa,NE,13.3154,12.6113,73.99,13,83,9.37,broken clouds
547,Nizhniy Kuranakh,RU,58.8353,125.4869,-11.16,96,100,6.8,overcast clouds
548,Lookan,PH,5.037,120.1027,80.65,82,93,3.33,overcast clouds
549,Aste,IT,45.7906,11.0961,36.07,82,2,3.02,clear sky
550,Khorramshahr,IR,30.4397,48.1664,49.96,71,0,2.3,clear sky
551,Sarangani,PH,5.4033,125.4636,81.95,78,57,5.01,broken clouds
552,Tiznit,MA,29.5833,-9.5,59.25,43,72,5.86,broken clouds
553,Kutum,SD,14.2,24.6667,69.44,27,83,6.82,broken clouds
554,Taunggyi,MM,20.7833,97.0333,52.74,93,64,0.45,broken clouds
555,Monrovia,LR,6.3005,-10.7969,78.57,82,62,6.98,broken clouds
556,Bud,US,39.447,-86.1758,53.82,44,53,7.43,broken clouds
557,Hudson Bay,CA,52.85,-102.3842,20.71,91,6,2.15,clear sky
558,Sciacca,IT,37.5082,13.0881,50.65,73,1,8.39,clear sky
559,Mamlyutka,KZ,54.9375,68.5394,4.3,97,97,4.59,overcast clouds
560,Sozimskiy,RU,59.7418,52.2482,21.0,86,100,10.13,overcast clouds
561,Oranjestad,AW,12.524,-70.027,84.9,73,20,8.01,few clouds
562,Bahia Blanca,AR,-38.7196,-62.2724,80.71,20,0,5.44,clear sky
563,Colac,AU,-38.3333,143.5833,63.01,75,30,3.69,scattered clouds
564,Troitsko-Pechorsk,RU,62.7084,56.1964,16.68,95,100,8.39,light snow
565,Abrego,CO,8.0807,-73.2205,69.01,80,80,5.73,broken clouds
566,Virginia Beach,US,36.8529,-75.978,57.25,40,1,10.36,clear sky
567,Aksu,CN,41.1231,80.2644,22.82,59,100,1.68,overcast clouds
568,Pryozerne,UA,45.2698,36.3303,50.49,87,100,6.58,overcast clouds
569,Terney,RU,45.0503,136.6092,13.77,66,0,6.98,clear sky
570,Chicama,PE,-7.8447,-79.1469,66.74,66,90,10.65,overcast clouds
571,Saint-Francois,FR,46.4154,3.9054,38.48,94,90,6.91,fog
572,Puerto El Triunfo,SV,13.2833,-88.55,86.77,51,7,9.22,clear sky
573,Dumas,US,35.8656,-101.9732,71.04,13,1,11.5,clear sky
574,Kerugoya,KE,-0.4989,37.2803,57.6,95,56,3.36,broken clouds
575,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,67,40,20.71,scattered clouds
576,Alvorada,BR,-12.48,-49.1247,76.69,92,100,4.74,moderate rain
577,Mundi,IN,22.0667,76.5,65.66,58,0,6.29,clear sky
578,Berezovyy,RU,51.6667,135.7,-6.29,90,6,5.3,clear sky
579,Macamic,CA,48.7502,-78.9996,37.63,96,100,13.62,overcast clouds
580,Narkanda,IN,31.2548,77.4613,25.43,49,0,4.85,clear sky
581,Billings,US,45.7833,-108.5007,46.51,62,100,1.61,overcast clouds
582,Sikeston,US,36.8767,-89.5879,55.85,58,1,6.91,clear sky
583,Port Hedland,AU,-20.3167,118.5667,78.85,78,26,9.22,scattered clouds
584,Katherine,AU,-14.4667,132.2667,82.72,69,40,5.75,scattered clouds
585,Kokstad,ZA,-30.5472,29.4241,61.63,76,100,8.66,overcast clouds
586,El Tambo,CO,1.4181,-77.3968,67.14,68,40,9.22,light rain
587,Pimenta Bueno,BR,-11.6725,-61.1936,79.92,94,99,4.5,overcast clouds
588,Saint George,US,37.1041,-113.5841,55.54,41,99,4.83,overcast clouds
589,Siddapur,IN,14.3333,74.8833,70.27,78,100,9.8,overcast clouds
590,Ullapool,GB,57.8987,-5.1604,44.35,80,74,12.41,broken clouds
591,Timra,SE,62.487,17.3257,34.68,100,90,4.61,overcast clouds
592,Wajima,JP,37.4,136.9,42.15,69,42,6.2,scattered clouds
593,Fukue,JP,32.6881,128.8419,49.96,65,100,13.53,overcast clouds
594,Aykhal,RU,66.0,111.5,-40.94,100,59,4.12,broken clouds
595,Bogatyye Saby,RU,56.0102,50.4483,21.15,79,100,13.82,overcast clouds
596,Nishihara,JP,26.1842,127.7558,63.68,63,40,8.05,scattered clouds
597,Makinsk,KZ,52.6292,70.4169,-2.67,97,46,5.23,scattered clouds
598,Tabou,CI,4.423,-7.3528,80.35,82,57,6.73,broken clouds
599,Amberley,US,39.2048,-84.428,53.24,40,1,5.01,clear sky
600,Khani,GE,41.9563,42.9566,42.37,37,100,7.96,overcast clouds
601,Simao,CN,22.7886,100.9748,50.63,98,36,1.83,scattered clouds
602,Changji,CN,44.0167,87.3167,18.39,73,94,4.47,smoke
603,Zenzeli,RU,45.9241,47.0474,33.17,69,44,19.57,scattered clouds
604,Marzuq,YE,14.4,46.4667,55.63,46,3,2.66,clear sky
605,Praxedis Guerrero,MX,31.3667,-106.0167,67.42,24,52,6.82,broken clouds
606,Naberera,TZ,-4.2,36.9333,63.97,88,100,6.8,light rain
607,Sychevka,RU,55.8252,34.2736,29.7,90,100,4.23,overcast clouds
608,Scarborough,GB,54.2797,-0.4044,46.53,91,100,3.47,moderate rain
609,Sandane,NO,61.7728,6.215,44.64,87,75,17.27,light rain
610,Eirunepe,BR,-6.6603,-69.8736,82.83,89,100,2.66,overcast clouds
611,Aklavik,CA,68.2191,-135.0107,-18.38,98,100,2.62,overcast clouds
612,Xining,CN,36.6167,101.7667,22.19,30,1,1.43,clear sky
613,Tevriz,RU,57.509,72.4042,-8.1,100,80,2.13,broken clouds
614,Kita,ML,13.0349,-9.4895,80.73,16,31,4.34,scattered clouds
615,Price,US,39.5994,-110.8107,33.4,45,100,3.98,overcast clouds
616,Lumphat,KH,13.4878,106.9816,67.26,82,21,5.19,few clouds
617,Masterton,NZ,-40.9597,175.6575,62.96,100,100,2.17,light rain
618,Totkomlos,HU,46.4167,20.7333,34.14,94,87,3.58,overcast clouds
619,Beringovskiy,RU,63.05,179.3167,13.78,90,100,29.06,light snow
620,Coro,VE,11.4045,-69.6734,82.98,68,71,17.31,broken clouds
621,Pavlovsk,RU,50.4578,40.1081,28.83,76,100,11.97,overcast clouds
622,Trapani,IT,37.8333,12.6667,55.58,77,0,9.08,clear sky
623,Kabin Buri,TH,13.9511,101.7177,68.43,72,5,5.68,clear sky
624,Dakar,SN,14.6937,-17.4441,77.88,72,100,14.25,overcast clouds
625,Champerico,GT,14.3,-91.9167,91.76,65,5,9.51,clear sky
626,Luena,AO,-11.7833,19.9167,63.09,93,99,3.38,overcast clouds
627,Moletai,LT,55.2333,25.4167,26.89,95,91,2.73,overcast clouds
628,Hastings,GB,50.8552,0.5729,50.52,73,100,11.32,overcast clouds
629,Navashino,RU,55.5292,42.2003,25.39,91,100,6.2,light snow
630,Kirovskiy,RU,45.0917,133.5136,6.37,88,5,4.99,clear sky
631,Novonikolayevskiy,RU,50.9738,42.3649,24.78,88,100,1.99,overcast clouds
632,Williams Lake,CA,52.1415,-122.1445,17.22,88,100,2.01,light snow
633,Boyolangu,ID,-8.1181,111.8935,77.2,84,69,3.74,broken clouds
634,Marmande,FR,44.5,0.1667,49.51,88,3,3.18,clear sky
635,Alice Springs,AU,-23.7,133.8833,65.75,55,1,3.44,clear sky
636,Beisfjord,NO,68.3751,17.5988,32.05,79,35,9.86,scattered clouds
637,Ucluelet,CA,48.9329,-125.5528,40.08,90,82,7.52,broken clouds
638,Nikolayevsk-Na-Amure,RU,53.1406,140.73,2.77,99,94,4.63,overcast clouds
639,Mahon,ES,39.8885,4.2658,52.36,93,20,3.44,few clouds
640,Natal,BR,-5.795,-35.2094,81.16,73,84,10.78,broken clouds
641,Kavaratti,IN,10.5669,72.642,81.91,72,100,8.75,overcast clouds
642,Tanabi,BR,-20.6264,-49.6492,76.93,77,99,4.99,overcast clouds
643,Almasu Mare,RO,46.1,23.1333,32.23,98,100,2.84,overcast clouds
644,Murakami,JP,38.2333,139.4833,41.45,72,100,3.69,overcast clouds
645,Sibu,MY,2.3,111.8167,74.17,99,100,4.05,light rain
646,Divnogorsk,RU,55.9594,92.3619,-7.11,98,100,2.8,overcast clouds
647,Hailar,CN,49.2,119.7,3.11,95,59,6.89,broken clouds
648,Kedrovyy,RU,56.1667,91.8167,-8.99,99,100,2.48,overcast clouds
649,Gamba,GA,-2.65,10.0,77.79,90,100,4.54,overcast clouds
650,Alofi,NU,-19.0595,-169.9187,78.22,72,3,7.56,clear sky
651,Nagato,JP,34.3833,131.2,45.52,72,12,8.7,few clouds
652,Meadow Lake,US,34.8014,-106.5436,61.57,23,30,5.19,scattered clouds
653,Turtas,RU,58.9417,69.1325,7.0,96,100,2.98,overcast clouds
654,Kenora,CA,49.8167,-94.4337,33.19,64,20,3.44,few clouds
655,Ambilobe,MG,-13.2,49.05,74.97,76,23,4.12,few clouds
656,Ajdabiya,LY,30.7554,20.2263,61.39,56,83,13.15,broken clouds
657,Qaqortoq,GL,60.7167,-46.0333,39.7,80,100,4.09,overcast clouds
658,Pindi Gheb,PK,33.2402,72.2661,52.12,34,3,4.21,clear sky
659,Cockburn Town,TC,21.4612,-71.1419,79.99,74,5,21.52,clear sky
660,Strezhevoy,RU,60.7333,77.5889,-31.02,100,10,3.62,clear sky
661,Magistralnyy,RU,56.1725,107.4458,-27.65,100,95,2.1,overcast clouds
662,Iralaya,HN,15.0,-83.2333,80.19,78,13,7.87,few clouds
663,Beihai,CN,21.4833,109.1,63.09,79,2,6.58,clear sky
664,Tilichiki,RU,60.4667,166.1,5.16,87,100,18.66,overcast clouds
665,Vadso,NO,70.0744,29.7487,35.55,86,40,9.22,light rain and snow
666,Korla,CN,41.7597,86.1469,22.82,63,100,2.66,overcast clouds
667,Lakes Entrance,AU,-37.8811,147.981,62.17,76,91,4.41,overcast clouds
668,Agaro,ET,7.85,36.65,61.11,55,79,2.57,broken clouds
669,Batamshinskiy,KZ,50.5594,58.2747,12.45,69,36,7.2,scattered clouds
670,Ulaangom,MN,49.9811,92.0667,-3.62,86,100,4.05,overcast clouds
671,Altus,US,34.6381,-99.334,71.67,19,1,1.01,clear sky
672,San-Pedro,CI,4.7485,-6.6363,80.28,84,50,6.87,scattered clouds
673,Qiongshan,CN,20.0058,110.3542,68.38,70,87,9.13,overcast clouds
674,Nanortalik,GL,60.1432,-45.2371,31.39,79,100,5.12,overcast clouds
675,Vilhena,BR,-12.7406,-60.1458,71.82,94,75,17.27,moderate rain
676,Muroto,JP,33.2833,134.15,51.69,61,27,4.79,scattered clouds
677,Mackay,AU,-21.15,149.2,78.67,88,75,8.05,broken clouds
678,Te Anau,NZ,-45.4167,167.7167,58.87,67,100,0.87,overcast clouds
679,Sept-Iles,CA,50.2001,-66.3821,27.12,76,75,3.0,broken clouds
680,North Bend,US,43.4065,-124.2243,42.08,97,90,11.5,mist
681,Camacupa,AO,-12.0167,17.4833,63.28,95,100,3.24,overcast clouds
682,Nioro,GM,13.35,-15.75,81.07,18,28,5.7,scattered clouds
683,Zhigansk,RU,66.7697,123.3711,-30.15,98,94,10.92,overcast clouds
684,Juba,SS,4.8517,31.5825,82.56,33,76,4.18,broken clouds
685,Andenes,NO,69.3143,16.1194,35.58,80,0,14.97,clear sky
686,Zyryanovsk,KZ,49.7386,84.2719,11.39,97,100,1.86,overcast clouds
687,Kaohsiung,TW,22.6163,120.3133,65.03,85,8,1.01,clear sky
688,Luanda,AO,-8.8368,13.2343,77.16,82,85,6.51,overcast clouds
689,Nargana,PA,9.4428,-78.5906,80.98,80,71,13.47,broken clouds
690,Daoukro,CI,7.0591,-3.9631,80.33,51,25,3.36,scattered clouds
691,Anloga,GH,5.7947,0.8973,81.59,85,100,12.97,overcast clouds
692,Egvekinot,RU,66.3167,-179.1667,-13.36,73,100,9.1,overcast clouds
693,Charleston,US,32.7766,-79.9309,68.22,74,1,3.0,clear sky
694,Quatre Cocos,MU,-20.2078,57.7625,75.09,78,27,13.0,light rain
695,Cierna Nad Tisou,SK,48.417,22.0887,33.98,84,35,10.96,scattered clouds
696,Artyom,AZ,40.4723,50.333,48.34,75,100,15.57,overcast clouds
